name,type,start_time,duration,"value"
"SMBus","v1frame",8.382098125,0.000621125,"Command z"
"SMBus","v1frame",8.382816625,0.00063675,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.383453375,0.001222,"Word @ ACK"
"SMBus","v1frame",8.384675375,0.00059175,"PEC \xA4 OK"
"SMBus","v1frame",8.38530275,0.00005025,""
"SMBus","v1frame",8.585480625,0.0000045,""
"SMBus","v1frame",8.585496125,0.000605125,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.58610125,0.000631375,"Command \xA4"
"SMBus","v1frame",8.5868295,0.000637375,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.587466875,0.0005855,"Byte count \x04"
"SMBus","v1frame",8.588052375,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",8.58867525,0.000614,"Byte \0 ACK"
"SMBus","v1frame",8.58928925,0.000636375,"Byte \0 ACK"
"SMBus","v1frame",8.589925625,0.000609375,"Byte \x8E ACK"
"SMBus","v1frame",8.590535,0.000605,"PEC n OK"
"SMBus","v1frame",8.591175625,0.00005025,""
"SMBus","v1frame",8.59134825,0.0000045,""
"SMBus","v1frame",8.59136375,0.000613875,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.59199475,0.00062125,"Command z"
"SMBus","v1frame",8.59271325,0.000628125,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.593341375,0.00123075,"Word @ ACK"
"SMBus","v1frame",8.594572125,0.000591625,"PEC \xA4 OK"
"SMBus","v1frame",8.595199375,0.0000505,""
"SMBus","v1frame",8.795567625,0.0000045,""
"SMBus","v1frame",8.795583125,0.00060525,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.796188375,0.000631375,"Command \xA4"
"SMBus","v1frame",8.796916375,0.000640125,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",8.7975565,0.000583,"Byte count \x04"
"SMBus","v1frame",8.7981395,0.00062275,"Byte \0 ACK"
"SMBus","v1frame",8.79876225,0.000618375,"Byte \0 ACK"
